gid,role,role_score,cluster_id,priority_score,evidence
1,peripheral,0.32,0,0.207564,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
2,peripheral,0.32,1,0.207564,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
3,peripheral,0.32,2,0.209966,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
4,peripheral,0.32,2,0.211434,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
5,peripheral,0.32,3,0.211612,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
6,peripheral,0.32,3,0.211701,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
7,peripheral,0.32,4,0.208453,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
8,peripheral,0.32,4,0.210233,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
9,peripheral,0.32,4,0.211567,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
10,peripheral,0.32,4,0.208542,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
11,peripheral,0.32,5,0.210455,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
12,peripheral,0.32,5,0.208009,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
13,peripheral,0.32,6,0.2105,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
14,peripheral,0.32,6,0.211656,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
15,peripheral,0.32,7,0.216149,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
16,peripheral,0.32,7,0.217795,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
17,peripheral,0.32,1,0.218551,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
18,peripheral,0.32,2,0.218774,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
19,peripheral,0.32,2,0.218863,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
20,peripheral,0.32,3,0.219085,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
21,peripheral,0.32,3,0.21913,"Периферия: seed получает наблюдаемый вход, но его внешний входящий поток неполон; терминальность не оценивается."
